CPV_def;CPV_Descripcion;Tipo_de_contrato
30133100;Equipo para el envío de correspondencia en grandes cantidades;Suministros
30140000;Máquinas de calcular y máquinas de contabilidad;Suministros
30141000;Máquinas de calcular;Suministros
30141100;Calculadoras de bolsillo;Suministros
30141200;Calculadoras de oficina;Suministros
30141300;Calculadoras impresoras;Suministros
30141400;Sumadoras;Suministros
30142000;Máquinas de contabilidad y cajas registradoras;Suministros
30142100;Máquinas de contabilidad;Suministros
30142200;Cajas registradoras;Suministros
30144000;Máquinas del tipo de las de calcular;Suministros
30144100;Máquinas de franquear;Suministros
30144200;Máquinas expendedoras de billetes;Suministros
30144300;Máquinas para contar vehículos;Suministros
30144400;Sistema de cobro automático;Suministros
30145000;Partes y accesorios de máquinas de calcular;Suministros
30145100;Rollos de papel para calculadoras;Suministros
30150000;Máquinas de escribir;Suministros
30151000;Máquinas de escribir electrónicas;Suministros
30152000;Partes y accesorios de máquinas de escribir;Suministros
30160000;Tarjetas magnéticas;Suministros
30161000;Tarjetas de crédito;Suministros
30162000;Tarjetas inteligentes;Suministros
30163000;Tarjetas de débito;Suministros
30163100;Tarjetas para la compra de carburante;Suministros
30170000;Etiquetadoras;Suministros
30171000;Fechadores y numeradores;Suministros
30172000;Máquinas para la impresión de tarjetas de identificación;Suministros
30173000;Máquinas para la colocación de etiquetas;Suministros
30174000;Máquinas para la elaboración de etiquetas;Suministros
30175000;Equipos de rotulación;Suministros
30176000;Rotuladoras manuales de cinta;Suministros
30177000;Sistemas automáticos de etiquetado;Suministros
30178000;Sistemas semiautomáticos de etiquetado;Suministros
30179000;Dispensadores de etiquetas;Suministros
30180000;Máquinas de escribir y endosar cheques;Suministros
30181000;Endosadores de cheques;Suministros
30182000;Máquinas de escribir cheques;Suministros
30190000;Equipo y artículos de oficina diversos;Suministros
30191000;Equipos de oficina excepto mobiliario;Suministros
30191100;Equipo de archivo;Suministros
30191110;Sistemas carrusel para clasificación de tarjetas;Suministros
30191120;Revisteros;Suministros
30191130;Portablocs de pinza;Suministros
30191140;Accesorios para credenciales de identificación;Suministros
30191200;Retroproyectores;Suministros
30191400;Máquinas destructoras de documentos;Suministros
30192000;Artículos de oficina;Suministros
30192100;Gomas de borrar;Suministros
30192110;Productos de tinta;Suministros
30192111;Tampones;Suministros
30192112;Tinta para impresoras;Suministros
30192113;Cartuchos de tinta;Suministros
30192121;Bolígrafos;Suministros
30192122;Plumas estilográficas;Suministros
30192123;Rotuladores con punta fibrosa;Suministros
30192124;Rotuladores;Suministros
30192125;Marcadores;Suministros
30192126;Rotuladores técnicos;Suministros
30192127;Portaplumas;Suministros
30192130;Lápices;Suministros
30192131;Portaminas;Suministros
30192132;Minas para lápices y portaminas;Suministros
30192133;Sacapuntas;Suministros
30192134;Portalápices;Suministros
30192150;Sellos de fecha;Suministros
30192151;Sellos para lacrar;Suministros
30192152;Sellos numeradores;Suministros
30192153;Sellos de texto;Suministros
30192154;Almohadillas de recambio para tampones de tinta;Suministros
30192155;Portasellos;Suministros
30192160;Correctores;Suministros
30192170;Tableros de anuncios para oficina;Suministros
30192200;Cintas métricas;Suministros
30192300;Cintas entintadas;Suministros
30192310;Cintas para máquinas de escribir;Suministros
30192320;Cintas de impresora;Suministros
30192330;Rodillos y cintas para calculadoras;Suministros
30192340;Cintas térmicas para faxes;Suministros
30192350;Cintas para cajas registradoras;Suministros
30192400;Material de reprografía;Suministros
30192500;Transparencias para retroproyectores;Suministros
30192600;Tableros de dibujo;Suministros
30192700;Papelería;Suministros
30192800;Etiquetas autoadhesivas;Suministros
30192900;Sistemas de corrección;Suministros
30192910;Cinta o película correctora;Suministros
30192920;Líquidos correctores;Suministros
30192930;Lápices correctores;Suministros
30192940;Recambios para correctores;Suministros
30192950;Borradores eléctricos;Suministros
30193000;Organizadores de despacho y accesorios;Suministros
30193100;Cajas para organizar documentos;Suministros
30193200;Bandejas para organizar documentos;Suministros
30193300;Organizadores colgantes;Suministros
30193400;Sujetalibros;Suministros
30193500;Estante expositor;Suministros
30193600;Soportes para agendas y calendarios;Suministros
30193700;Cajas archivadoras;Suministros
30193800;Portamensajes;Suministros
30193900;Portacopias;Suministros
30194000;Artículos de dibujo;Suministros
30194100;Plantillas para curvas;Suministros
30194200;Puntos, cintas y películas para diseño;Suministros
30194210;Puntos o cintas de diseño;Suministros
30194220;Películas (láminas) de diseño;Suministros
30194300;Juegos, estuches y papeles para diseño;Suministros
30194310;Juegos o estuches para diseño;Suministros
30194320;Papeles para diseño;Suministros
30194400;Cubiertas de mesas de dibujo;Suministros
30194500;Artículos para rotulación;Suministros
30194600;Transportadores de ángulos;Suministros
30194700;Plantillas;Suministros
30194800;Reglas en T y cartabones;Suministros
30194810;Reglas en T;Suministros
30194820;Cartabones;Suministros
30194900;Cubiertas de protección de superficies de trabajo;Suministros
30195000;Tableros;Suministros
30195100;Tableros de planificación o accesorios;Suministros
30195200;Tableros electrónicos o accesorios;Suministros
30195300;Paneles de letras o accesorios;Suministros
30195400;Pizarras de borrado en seco o accesorios;Suministros
30195500;Pizarras o accesorios;Suministros
30195600;Tablones de anuncios o accesorios;Suministros
30195700;Equipos o accesorios para limpieza de pizarras y tableros;Suministros
30195800;Rieles y soportes colgantes;Suministros
30195900;Pizarras blancas y pizarras magnéticas;Suministros
30195910;Tableros blancos;Suministros
30195911;Accesorios para pizarras blancas;Suministros
30195912;Caballetes para pizarras blancas;Suministros
30195913;Caballetes para rotafolios;Suministros
30195920;Pizarras magnéticas;Suministros
30195921;Borradores para pizarras magnéticas;Suministros
30196000;Planificadores;Suministros
30196100;Planificadores de reuniones;Suministros
30196200;Dietarios, agendas y sus recambios;Suministros
30196300;Buzón de sugerencias;Suministros
30197000;Material de oficina de pequeña envergadura;Suministros
30197100;Grapas, chinchetas y alfileres;Suministros
30197110;Grapas;Suministros
30197120;Tachuelas;Suministros
30197130;Chinchetas;Suministros
30197200;Carpetas de anillas y clips para papeles;Suministros
30197210;Carpetas de anillas;Suministros
30197220;Clips para papeles;Suministros
30197221;Portaclips;Suministros
30197300;Abrecartas, grapadoras y perforadoras de papel;Suministros
30197310;Abrecartas;Suministros
30197320;Grapadoras;Suministros
30197321;Quitagrapas;Suministros
30197330;Perforadoras de papel;Suministros
30197400;Esponja para sellos;Suministros
30197500;Cera de lacrado;Suministros
30197510;Accesorios para lacrado a la cera;Suministros
30197600;Papel y cartón elaborados;Suministros
30197610;Papel y cartón mixtos;Suministros
30197620;Papel para escribir;Suministros
30197621;Soporte para rotafolios;Suministros
30197630;Papel de impresión;Suministros
30197640;Papel autocopia u otros papeles para copiar;Suministros
30197641;Papel termográfico;Suministros
30197642;Papel para fotocopiadora y papel xerográfico;Suministros
30197643;Papel para fotocopiadora;Suministros
30197644;Papel xerográfico;Suministros
30197645;Tarjetas para imprimir;Suministros
30198000;Máquinas de lotería;Suministros
30198100;Máquinas tragaperras;Suministros
30199000;Artículos de papelería y otros artículos;Suministros
30199100;Papel carbón, papel autocopia, clisés para multicopista y papel sin carbón;Suministros
30199110;Papel carbón;Suministros
30199120;Papel autocopia;Suministros
30199130;Papel autocopiativo;Suministros
30199140;Clisés para multicopista;Suministros
30199200;Sobres, sobres carta y tarjetas postales sin ilustrar;Suministros
30199210;Sobres carta;Suministros
30199220;Tarjetas postales sin ilustrar;Suministros
30199230;Sobres;Suministros
30199240;Juegos de sobres para envíos de promoción y similares;Suministros
30199300;Papel gofrado o perforado;Suministros
30199310;Papel de impresión gofrado o perforado;Suministros
30199320;Papel para escribir gofrado o perforado;Suministros
30199330;Papel continuo para impresoras;Suministros
30199340;Formularios continuos;Suministros
30199400;Papel engomado o adhesivo;Suministros
30199410;Papel autoadhesivo;Suministros
30199500;Archivadores, clasificadores de cartas, cajas de almacenaje y artículos análogos;Suministros
30199600;Separadores;Suministros
30199700;Artículos de papelería impresos, excepto formularios;Suministros
30199710;Sobres impresos;Suministros
30199711;Sobres con ventana impresos;Suministros
30199712;Sobres sin ventana impresos;Suministros
30199713;Sobres para radiografías impresos;Suministros
30199720;Papel de carta;Suministros
30199730;Tarjetas de visita comerciales;Suministros
30199731;Tarjeteros;Suministros
30199740;Tarjetas de cortesía;Suministros
30199750;Cupones;Suministros
30199760;Etiquetas;Suministros
30199761;Etiquetas de código de barras;Suministros
30199762;Etiquetas para equipaje;Suministros
30199763;Etiquetas antirrobo;Suministros
30199770;Cheques restaurante;Suministros
30199780;Cartapacios;Suministros
30199790;Horarios;Suministros
30199791;Planificadores de pared;Suministros
30199792;Calendarios;Suministros
30199793;Soporte de agenda;Suministros
30200000;Equipo y material informático;Suministros
30210000;Máquinas procesadoras de datos (hardware);Suministros
30211000;"Ordenador ""mainframe""";Suministros
30211100;Superordenador;Suministros
30211200;Equipo informático de unidad central;Suministros
30211300;Plataformas informáticas;Suministros
30211400;Configuraciones informáticas;Suministros
30211500;Unidad central de procesamiento (CPU) o procesadores;Suministros
30212000;Equipo informático para miniordenadores;Suministros
30212100;Unidades centrales de proceso para miniordenadores;Suministros
30213000;Ordenadores personales;Suministros
30213100;Ordenadores portátiles;Suministros
30213200;Tabletas digitales;Suministros
30213300;Ordenadores de mesa;Suministros
30213400;Unidades centrales de proceso para ordenadores personales;Suministros
30213500;Ordenadores de bolsillo;Suministros
30214000;Puestos de trabajo;Suministros
30215000;Equipo informático para microordenadores;Suministros
30215100;Unidades centrales de proceso para microordenadores;Suministros
30216000;Lectores magnéticos u ópticos;Suministros
30216100;Lectores ópticos;Suministros
30216110;Escáneres para uso informático;Suministros
30216120;Equipo de reconocimiento óptico de caracteres;Suministros
30216130;Lectores de códigos de barras;Suministros
30216200;Lectores de tarjetas magnéticas;Suministros
30216300;Lectores de tarjetas perforadas;Suministros
30220000;Equipo de cartografía digital;Suministros
30221000;Planos catastrales digitales;Suministros
30230000;Equipo relacionado con la informática;Suministros
30231000;Pantallas de ordenador y consolas;Suministros
30231100;Terminales informáticos;Suministros
30231200;Consolas;Suministros
30231300;Pantallas de visualización;Suministros
30231310;Monitores de pantalla plana;Suministros
30231320;Monitores de pantalla táctil;Suministros
30232000;Periféricos;Suministros
30232100;Impresoras y trazadores gráficos;Suministros
30232110;Impresoras láser;Suministros
30232120;Impresoras matriciales de puntos;Suministros
30232130;Impresoras para gráficos en color;Suministros
30232140;Trazadores gráficos;Suministros
30232150;Impresoras de chorro de tinta;Suministros
30232600;Codificadores;Suministros
30232700;Unidad central de control;Suministros
30233000;Dispositivos multimedia de almacenamiento y lectura;Suministros
30233100;Unidades de memoria;Suministros
30233110;Unidades de memoria de tarjeta magnética;Suministros
30233120;Unidades de memoria de cinta magnética;Suministros
30233130;Unidades de memoria de disco magnético;Suministros
30233131;Unidades de disco flexible;Suministros
30233132;Unidades de disco duro;Suministros
30233140;Dispositivos de memoria de acceso directo;Suministros
30233141;Sistemas RAID (Redundant Array of Independent Disk);Suministros
30233150;Unidades de disco óptico;Suministros
30233151;Reproductores o duplicadores de discos compactos (CD);Suministros
30233152;Reproductores o duplicadores de discos versátiles digitales (DVD);Suministros
30233153;Reproductores o duplicadores de discos compactos (CD) y discos versátiles digitales (DVD);Suministros
30233160;Bobinadores en continuo;Suministros
30233161;Equipo para manipulación de casetes;Suministros
30233170;Carruseles;Suministros
30233180;Dispositivos de almacenamiento de memoria flash;Suministros
30233190;Controlador de discos;Suministros
30233300;Lectores de tarjetas inteligentes;Suministros
30233310;Lectores de huellas dactilares;Suministros
30233320;Lectores combinados de tarjetas inteligentes y huellas dactilares;Suministros
30234000;Soportes de almacenamiento;Suministros
30234100;Discos magnéticos;Suministros
30234200;Discos ópticos;Suministros
30234300;Discos compactos (CD);Suministros
30234400;Discos versátiles digitales (DVD);Suministros
30234500;Soportes de memoria;Suministros
30234600;Memorias flash;Suministros
30234700;Cintas magnéticas;Suministros
